ID, Similarity, Time
stranger, 0.5363785400986671, 2024-07-11 15:43:07.828825
photo_2024-07-02_09-16-08, 0.678250715136528, 2024-07-11 15:43:09.953053
stranger, 0.5410350933670998, 2024-07-11 15:43:12.261511
stranger, 0.51686398871243, 2024-07-11 15:43:49.193132
stranger, 0.5143029075115919, 2024-07-11 15:44:02.838581
stranger, 0.6219284385442734, 2024-07-11 15:44:35.321121
stranger, 0.5711872726678848, 2024-07-11 15:44:36.416945
